feature_name,mean_abs_shap,native_gain,shap_share_pct,gain_share_pct,is_engineered
V7,0.0019438977466186848,5281.727844238281,0.0317767723242107,0.05118375248068088,false
V171,0.0019297783159542877,1033.5067119598389,0.03154596289282448,0.010015425499399938,false
V244,0.0018981224122580518,1136.0711059570312,0.031028485856688093,0.011009348456147894,false
V210,0.0018932896465691758,754.3890085220337,0.030949484944598555,0.00731057362761686,false
V136,0.0018659613840393767,5343.5158631801605,0.030502751582241288,0.05178252295145452,false
V47,0.0018586380892787096,3373.32257270813,0.03038303815046351,0.03268992888138618,false
V126,0.0018577098630559645,2735.8554685115814,0.030367864495677997,0.026512412841561132,false
V300,0.0018499447330577931,1477.4338970184326,0.030240928411488902,0.014317400123910596,false
V66,0.0018310140761424215,5545.604112625122,0.029931470171828976,0.05374090385328926,false
V145,0.0018169382927499108,8734.304775714874,0.02970137423960891,0.08464171326409799,false
V319,0.0017841888247714305,716.355110168457,0.029166020777987075,0.006941997719009893,false
V215,0.0017810293081341566,1135.1432257294655,0.029114372361288277,0.01100035662746985,false
V143,0.0017594086916705083,2842.675037384033,0.02876094152467689,0.027547571512075538,false
V290,0.0017329885577075604,1709.9422779083252,0.028329053282007702,0.016570574041255524,false
V203,0.0017159029664053351,1350.0008735656738,0.02804975621209766,0.01308248221018544,false
id_36,0.0017011272450813439,915.2035179138184,0.0278082184392106,0.008868982217902395,false
fe_id_completeness_ratio,0.0016031727847221297,2093.166494369507,0.02620696313121406,0.020284293115468973,true
V264,0.0015846181585232137,1709.525631904602,0.02590365184166225,0.016566536440955862,false
V177,0.0015804755735077181,1143.374984741211,0.02583593326896465,0.011080128309798659,false
V230,0.0015619461561640006,1647.2123756408691,0.02553303406695889,0.01596267604168379,false
V123,0.0015615709371586692,1418.3375911712646,0.0255269003858407,0.013744714294536843,false
V306,0.0015529841401337153,2767.3685669898987,0.025386532563237477,0.026817797495973617,false
V268,0.0015401146254674725,1902.3469219207764,0.025176155428851866,0.01843511382173849,false
V43,0.0015311473172419578,1451.0460906028748,0.025029567413953006,0.014061683246420327,false
V40,0.001521570076789828,1411.6502500772476,0.024873008875896708,0.013679909135807687,false
V229,0.0014875818160814743,2275.0585346221924,0.0243174049486305,0.022046958182858897,false
C7,0.0014397642287031628,2689.2751932144165,0.02353573390144876,0.026061016375934287,false
V256,0.0014288616573463226,525.5708923339844,0.02335751026373047,0.0050931610369925814,false
V208,0.001421756993490835,1559.5156860351562,0.02324137077739762,0.015112831864451054,false
V206,0.0014151962362427286,2819.6757860183716,0.023134122497641067,0.027324692177157675,false
id_11,0.001408809554176799,2236.022415161133,0.0230297198137709,0.021668670028825977,false
id_04,0.0014070341130038762,1835.243803024292,0.023000696790299043,0.01778483619866367,false
V199,0.0013720798210465172,1965.4812812805176,0.02242930121189732,0.01904693130226628,false
V211,0.0013703721216886424,746.3903961181641,0.02240138555954998,0.0072330613040852395,false
V277,0.0012910979931937908,1061.649806022644,0.0211054964435906,0.010288152380267628,false
V202,0.0012808064389372626,1820.7482213974,0.02093726106339078,0.017644363557146613,false
V259,0.0012658043646825647,340.64690017700195,0.020692023113600643,0.0033011141687262374,false
V147,0.0012579059663570312,1540.4513568878174,0.020562908500574836,0.014928084764058124,false
V73,0.0012260706974977966,986.6693153381348,0.0200424993935734,0.009561537342678656,false
fe_amt_is_round_10,0.0012221615432012037,1451.0109996795654,0.019978596697930527,0.014061343190062641,true
V263,0.001218111197883616,1879.7224917411804,0.01991238596168409,0.018215866774469267,false
V271,0.0012006000674125374,3683.434181213379,0.019626132630156275,0.03569513404894013,false
V148,0.001194824210226507,4211.792331695557,0.019531715061589766,0.04081530562781675,false
